Id,price,name,neighborhood_overview,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
HTVCH,50.0,Hostel in San Francisco · ★4.77 · 1 bedroom · 1 bed · 3.5 shared baths,"Haight-Ashbury is an incredible relic of San Francisco’s past. The neighborhood, also known as “The Haight” or “Upper Haight”, succinctly personifies the City’s history, aesthetic, and culture.<br /><br />It is perhaps the most colorful swath of acreage in San Francisco, and remains one of the last-standing neighborhoods to retain an eccentric personality.<br /><br />The Haight rose to fame during the Counterculture Movement during the Vietnam War era; it became a regular feature in international news headlines and incited a global initiative for social change with special thanks to the 1967 Summer of Love, and a little help from Janis Joplin and the Grateful Dead.<br /><br />The Haight-Ashbury neighborhood is nestled in between three parks: Golden Gate Park, the Panhandle, and Buena Vista Park, making it somewhat of an urban oasis.  Within the parks you'll find: Museums, botanical gardens, seasonal music festivals, and a tea garden.<br /><br />We recommend:<br />- Eating at a one of t",117141107,2017-02-19,"San Francisco, CA",We are a collective of individuals re-thinking how we live and creating the world in which we'd like to live.,,,,f,43.0,"['email', 'phone']",t,t,Haight Ashbury,37.76942,-122.44991,Shared room in hostel,Shared room,1,3.5 shared baths,,1.0,"[""Hair dryer"", ""Smoke alarm"", ""Oven"", ""Luggage dropoff allowed"", ""Free street parking"", ""Fire extinguisher"", ""Breakfast"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Wifi"", ""Keypad"", ""Heating"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Self check-in"", ""Dishes and silverware"", ""Microwave"", ""Paid parking off premises""]",1,25,1,2,25,25,1.3,25.0,f,0,0,0,0,43,0,0,2018-05-20,2020-02-16,4.77,4.91,4.26,4.95,4.88,4.86,4.65,t
MOR1P,50.0,Hostel in San Francisco · ★4.72 · 1 bedroom · 1 bed · 3.5 shared baths,"Haight-Ashbury is an incredible relic of San Francisco’s past. The neighborhood, also known as “The Haight” or “Upper Haight”, succinctly personifies the City’s history, aesthetic, and culture.<br /><br />It is perhaps the most colorful swath of acreage in San Francisco, and remains one of the last-standing neighborhoods to retain an eccentric personality.<br /><br />The Haight rose to fame during the Counterculture Movement during the Vietnam War era; it became a regular feature in international news headlines and incited a global initiative for social change with special thanks to the 1967 Summer of Love, and a little help from Janis Joplin and the Grateful Dead.<br /><br />The Haight-Ashbury neighborhood is nestled in between three parks: Golden Gate Park, the Panhandle, and Buena Vista Park, making it somewhat of an urban oasis.  Within the parks you'll find: Museums, botanical gardens, seasonal music festivals, and a tea garden.<br /><br />We recommend:<br />- Eating at a one of t",117141107,2017-02-19,"San Francisco, CA",We are a collective of individuals re-thinking how we live and creating the world in which we'd like to live.,,,,f,43.0,"['email', 'phone']",t,t,Haight Ashbury,37.76942,-122.44991,Shared room in hostel,Shared room,1,3.5 shared baths,,1.0,"[""Essentials"", ""Heating"", ""Free street parking"", ""Keypad"", ""Self check-in"", ""Microwave"", ""Fire extinguisher"", ""Breakfast"", ""Coffee maker"", ""Kitchen"", ""Luggage dropoff allowed"", ""Hot water"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Iron"", ""Smoke alarm"", ""Wifi"", ""Refrigerator"", ""Paid parking off premises""]",1,25,1,2,25,25,1.3,25.0,f,0,0,0,0,57,0,0,2018-05-20,2020-02-18,4.72,4.77,4.47,4.89,4.79,4.89,4.68,t
FLRXJ,224.0,Home in Santa Clara · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Quiet residential neighborhood,115975406,2017-02-11,"San Francisco, CA","I am a microbes researcher, who loves art and travel",,,100%,t,1.0,['phone'],t,t,Santa Clara,37.34635,-121.96497,Entire home,Entire home/apt,5,1.5 baths,,1.0,[],2,365,2,3,365,365,2.5,365.0,t,0,0,0,0,10,3,0,2022-11-06,2023-02-06,5.0,5.0,5.0,4.6,5.0,5.0,4.9,f
BATDB,256.0,Condo in San Francisco · ★4.91 · 2 bedrooms · 2 beds · 2 baths,"Potrero Hill has the best weather and views in San Francisco. I like the feeling of being a bit in the country (many trees, birds), but also really being in the City. There are excellent restaurants nearby (mostly on 18th Street, or at the foot of the hill in the ""Dogpatch"" neighborhood), as well as some lovely unique small shops.",99128,2010-03-26,"San Francisco, CA","Mature but young at heart (and fully vaccinated). Interested in the arts, music, good food, the outdoors, and all that Northern California has to offer. Longtime resident and very knowledgeable about where to go, what to see & do in and around San Francisco Bay Area. ",within an hour,100%,100%,t,2.0,"['email', 'phone']",t,t,Potrero Hill,37.75533,-122.39927,Entire condo,Entire home/apt,4,2 baths,,2.0,"[""Hair dryer"", ""Indoor fireplace"", ""Smoke alarm"", ""Free street parking"", ""Fire extinguisher"", ""Patio or balcony"", ""Coffee maker"", ""Dryer"", ""City skyline view"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Refrigerator"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""TV with standard cable""]",4,7,4,4,7,7,4.0,7.0,f,0,0,0,0,35,0,0,2013-11-23,2022-07-21,4.91,5.0,4.8,4.91,4.94,4.89,4.83,f
ME0MG,165.0,Home in San Francisco · ★4.75 · 2 bedrooms · 2 beds · 2 baths,"Prime location in Inner Richmond SF! <br /><br />Any day of the week, the Haight Ashbury area is filled with locals and tourists. Many shops are geared towards luring visitors with some kind of reflection of the neighborhood's storied past. The exciting energy and strong vintage atmosphere comes through everywhere, from the clothing shops to the ornate Victorian architecture. More low-key, is an eclectic alternative to the Mission, very similar in style. The diverse restaurants, shops and salons cater to residents more than visitors. Walking distance to tennis courts located in a beautiful park. The park is also great for jogging and evening walks. Yoga and massage studios are nearby. Moreover, walking distance to all the shopping and restaurants in the lively Haight-Ashbury neighborhood, Panhandle, Golden Gate Park, etc. <br /><br />ATTRACTIONS<br /><br />The house is greatly situated in a very central location. Staying in this neighborhood gives visitors a unique feel of the best of ",7179228,2013-06-29,"San Rafael, CA","What are 5 things you can’t live without? 
AIR, WATER, FOOD, MUSIC, ART

Favorite travel destination: Istanbul, Turkey
Favorite book: Comic Books 
Favorite movie: The Big Lebowski  
Favorite show: Game of Thrones 
Favorite music: Good Music
Favorite food: Breakfast 

What it’s like to have me as a guest:
Respectful, Responsible, and an all around good guy  

What’s your style of traveling:
Depends on the location and occasion.",within an hour,100%,93%,f,2.0,"['email', 'phone']",t,t,Inner Richmond,37.77794,-122.45637,Entire home,Entire home/apt,4,2 baths,,2.0,"[""Dishwasher"", ""Hair dryer"", ""TV"", ""Lockbox"", ""Smoke alarm"", ""Oven"", ""Free parking on premises"", ""Free street parking"", ""Fire extinguisher"", ""Patio or balcony"", ""Coffee maker"", ""Private entrance"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Microwave""]",30,180,30,30,180,180,30.0,180.0,t,13,13,13,13,84,1,0,2017-03-11,2023-03-26,4.75,4.89,4.75,4.91,4.92,4.9,4.73,f
Y2PLL,125.0,Guest suite in San Francisco · ★4.92 · 1 bedroom · 2 beds · 1 bath,,251810491,2019-03-28,"San Francisco, CA",,within an hour,100%,100%,t,1.0,['phone'],t,t,Parkside,37.744497150785485,-122.49023807212384,Entire guest suite,Entire home/apt,3,1 bath,,2.0,"[""Shared backyard \u2013 Fully fenced"", ""Dining table"", ""Security cameras on property"", ""Coffee"", ""Hot water kettle"", ""Shared patio or balcony"", ""Hair dryer"", ""Hammock"", ""Smoke alarm"", ""Outdoor dining area"", ""Toaster"", ""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Free washer \u2013 In building"", ""Fire extinguisher"", ""Room-darkening shades"", ""Central heating"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Iron"", ""Single level home"", ""Extra pillows and blankets"", ""Hangers"", ""Free dryer \u2013 In building"", ""Mini fridge"", ""Freezer"", ""Keypad"", ""Cleaning available during stay"", ""43\"" HDTV"", ""Hot water"", ""First aid kit"", ""Conditioner"", ""Cleaning products"", ""Shower gel"", ""Body soap"", ""Refrigerator"", ""Essentials"", ""Outdoor furniture"", ""Self check-in"", ""Free driveway parking on premises \u2013 1 space"", ""Smart lock"", ""Shampoo"", ""Dishes and silverware"", ""Clothing storage: closet and dresser"", ""Kitchenette"", ""Bed linens"", ""Fast wifi \u2013 392 Mbps"", ""Microwave"", ""Drying rack for clothing""]",1,25,1,1,25,25,1.0,25.0,t,0,0,0,0,36,36,6,2023-08-03,2023-11-25,4.92,4.92,4.84,5.0,4.95,4.86,4.84,f
C3IAY,50.0,Guest suite in San Francisco · ★4.76 · Studio · 1 bed · 1 bath,,22267913,2014-10-08,"San Francisco, CA","I am an UI Designer/Artist born and raised in the Bay Area. I enjoy hiking, eating, exploring and learning new things. I'm always down to try anything at least once.

My favorite destinations so far are Kanchanaburi and Tokyo.

P.S: I love to meet for coffee or drinks with anyone and share travel experiences, give recommendations or just chat about anything. :)
",within a day,80%,77%,,14.0,"['email', 'phone']",t,t,Visitacion Valley,37.71995,-122.40177,Entire guest suite,Entire home/apt,2,1 bath,,1.0,"[""Essentials"", ""Heating"", ""Free street parking"", ""Microwave"", ""Backyard"", ""Bed linens"", ""Shampoo"", ""Dishes and silverware"", ""Private entrance"", ""Pets allowed"", ""Long term stays allowed"", ""Hot water"", ""Dryer"", ""Washer"", ""Hair dryer"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Refrigerator""]",30,1125,30,30,1125,1125,30.0,1125.0,t,0,0,0,184,21,2,0,2017-01-01,2023-05-10,4.76,4.9,4.71,4.95,4.95,4.52,4.76,f
BZNSZ,115.0,Guest suite in San Francisco · ★4.81 · 1 bedroom · 2 beds · 1 bath,"Our location is an extra plus!<br />Casa Zaul is located at the border of two amazing neighborhoods, Noe Valley and Bernal Heights. Both neighborhoods have their own enchant and tons of things to offer. From story time to the little ones to great local breweries to the not so little. You can spend your whole visit exploring bars, restaurants, coffee shops, boutiques and more just by walking distance.",266184542,2019-06-04,"San Francisco, CA"," Hi, I'm a mom of a very active toddler and wife of a dental student. I'm a Dietitian and love to cook and create recipes. Our favorite travel destination is Moorea (French Polinesia), we love to stay with locals, so we try to Airbnb most of the time; for us, that's the best way to get to know a place. Hope you enjoy your stay at our place. :)",within an hour,88%,100%,f,3.0,"['email', 'phone']",t,t,Bernal Heights,37.74218,-122.42376,Entire guest suite,Entire home/apt,2,1 bath,,2.0,"[""Dining table"", ""Security cameras on property"", ""Coffee"", ""Hair dryer"", ""TV"", ""Lockbox"", ""Organic conditioner conditioner"", ""Smoke alarm"", ""Laundromat nearby"", ""Organic Soap body soap"", ""Clothing storage: closet and wardrobe"", ""Toaster"", ""Oven"", ""Blender"", ""Luggage dropoff allowed"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker"", ""Private entrance"", ""Room-darkening shades"", ""Wine glasses"", ""City skyline view"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Mini fridge"", ""Wifi"", ""Freezer"", ""Heating"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""First aid kit"", ""Cleaning products"", ""Shower gel"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Self check-in"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Baking sheet"", ""Bed linens"", ""Microwave""]",30,90,30,30,1125,1125,30.0,1125.0,t,12,24,54,143,16,5,0,2019-07-28,2023-09-04,4.81,4.81,4.81,4.88,4.81,4.69,4.56,t
2VZZJ,199.0,Condo in Los Altos Hills · ★4.85 · 1 bedroom · 1 bed · 1 bath,"Silicon Valley, Palo Alto, Los Altos, Menlo Park, Mountain View",38278725,2015-07-12,"Los Altos Hills, CA",,within an hour,100%,99%,f,2.0,['phone'],t,f,Los Altos Hills,37.36779,-122.12571,Entire condo,Entire home/apt,2,1 bath,,1.0,[],1,1125,1,4,1125,1125,1.1,1125.0,t,0,0,0,113,60,16,0,2021-07-10,2023-10-25,4.85,4.92,4.62,4.95,4.87,4.92,4.75,f
L7N6T,211.0,Guesthouse in Morgan Hill · ★4.88 · 1 bedroom · 1 bed · 1 bath,"We’re in the County with the border to the city only blocks away. <br /><br />Downtown has  several excellent restaurants and 7 minutes away. We suggest Ladera Grill for ‘Happy Hour’ offering excellent choices at an inexpensive price. Try their seared Ahi and selection of local wines. If you prefer to sit outside vs. the bar, they offer the Happy Hour menu on the sidewalk. <br />For a country style breakfast enjoy Betsy’s; a family run diner for the past 20 years.<br />For a Continental breakfast, try the Coffee Guys in downtown located just outside the parking garage. <br />Community Christian is the church<br /> (305 West Main St. Morgan Hill) <br />We attend with services at 8:40 - 10:00 and 11:20.",76424554,2016-06-07,"Morgan Hill, CA","Originally from Ndola Zambia, I immigrated to the States in my teens.  After having lived in Oklahoma, Georgia, Texas, New York and southern California; my husband John and I found our home here in Morgan Hill. 
With our love of Italy, John and I built our home to reflect our favorite place in the world.
Together we designed and built every detail",within an hour,100%,98%,t,6.0,"['email', 'phone']",t,t,Unincorporated Areas,37.14679,-121.62457,Entire guesthouse,Entire home/apt,2,1 bath,,1.0,[],1,999,1,1,1125,1125,1.0,1125.0,t,30,60,85,327,142,20,0,2018-10-26,2023-10-25,4.88,4.91,4.87,4.89,4.79,4.92,4.77,f
HMSRO,120.0,Guest suite in San Francisco · ★4.79 · 1 bedroom · 1 bed · 1 bath,"Located directly south of the Mission District, Bernal Heights is a quiet residential neighborhood with plenty of green space and a wide range of shops and eateries along picturesque Cortland Avenue. From the apartment, you can take a brisk one-mile trek to the summit of Bernal Hill, a favorite spot for local picnickers that offers expansive views of the Financial District to the north, Twin Peaks to the west, and Glen Park to the south. Or you can opt for a shorter (and less hilly) walk to 24th Street in San Francisco’s fast-evolving Mission District, where new restaurants rub elbows with tried-and-true taquerias. <br /><br />The Mission District is a colorful district full of yummy restaurants, fun things to do, shopping, and nightlight.<br /><br />Check out these guides:<br />https://www.airbnb.com/locations/san-francisco/bernal-heights<br />https://www.airbnb.com/locations/san-francisco/mission-district<br /><br />Here are just a few of the local jewels within easy walking or bikin",154851443,2017-10-16,,,,,,f,1.0,"['email', 'phone']",t,t,Bernal Heights,37.74716,-122.41298,Entire guest suite,Entire home/apt,3,1 bath,,1.0,"[""Hair dryer"", ""TV"", ""Dishwasher"", ""Lockbox"", ""Smoke alarm"", ""Oven"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker"", ""Private entrance"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Iron"", ""Single level home"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""First aid kit"", ""Refrigerator"", ""Essentials"", ""Stove"", ""Self check-in"", ""Backyard"", ""Shampoo"", ""Dishes and silverware"", ""Bed linens"", ""Microwave""]",30,180,30,30,1125,1125,30.0,1125.0,f,0,0,0,0,71,0,0,2017-11-09,2019-08-10,4.79,4.93,4.96,4.92,4.93,4.9,4.66,f
ETVJ3,357.0,Home in Foster City · ★New · 3 bedrooms · 4 beds · 3 baths,"The house is nestled in a safe and friendly neighborhood of the picturesque Foster City, surrounded by an array of excellent dining options and leisure activities. Its close proximity to the Bay allows for enjoyable outdoor activities such as hiking and biking along picturesque trails. The area offers a delightful mix of tranquility and local vibrancy, ensuring a pleasant stay for all guests.",519990714,2023-06-14,,,within an hour,100%,100%,f,7.0,['phone'],t,t,Foster City,37.57026,-122.26043,Entire home,Entire home/apt,8,3 baths,,4.0,[],1,365,1,4,365,365,3.5,365.0,t,25,55,85,360,2,2,2,2023-12-09,2023-12-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
UETHX,456.0,Villa in Woodside · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"We are near historic Woodside where you’ll find amazing hiking trails, walks and biking! Discover old growth Redwood trees and tour a museum to discover what life was like when the area was a logging site. Enjoy live music at the historic Pioneer Saloon, walk to one of the many excellent restaurants-- all a stone’s throw away. Redwood City is very close, as is Stanford, 280 freeway and 84. You're a couple of minutes from Sand Hill Road,  Facebook & Box headquarters, and many more Silicon Valley locations. You are also only 30 minutes from San Francisco, beaches, wineries, the Pacific Ocean and more!",46077610,2015-10-08,"Woodside, CA","I love tech, architectural designs and being in harmony with nature. When we have time, we love to travel the less travelled roads, with a hammock or tent or becoming good friends with lovely hosts with different cultural backgrounds...
",within a few hours,100%,79%,t,5.0,"['email', 'phone']",t,t,Woodside,37.42916,-122.25017,Private room in villa,Private room,3,1 private bath,,1.0,[],3,1125,3,14,1125,1125,9.2,1125.0,t,30,60,90,365,38,1,0,2019-04-17,2023-03-08,5.0,4.97,5.0,4.95,4.97,4.97,4.84,f
